time,open,high,low,close,volume
2020-10-01 04:31,265.06,265.1,265.06,265.1,444
2020-10-01 04:32,265.22,265.22,265.21,265.21,430
2020-10-01 04:36,265.23,265.23,265.21,265.21,1167
2020-10-01 04:38,265.21,265.21,265.08,265.08,1541
2020-10-01 04:39,265.29,265.29,265.29,265.29,1045
2020-10-01 04:40,265.45,265.45,265.45,265.45,908
2020-10-01 04:42,265.22,265.22,265.17,265.17,934
2020-10-01 04:43,265.06,265.06,265.05,265.05,401
2020-10-01 04:44,265,265,265,265,801
2020-10-01 04:46,265.02,265.02,264.96,264.96,1270
2020-10-01 04:47,264.96,264.96,264.96,264.96,300
2020-10-01 04:53,264.99,265,264.99,265,1072
2020-10-01 04:54,265,265.19,265,265.19,2936
2020-10-01 04:55,265.37,265.37,265.37,265.37,429
2020-10-01 04:59,265.25,265.42,265.25,265.42,1044
2020-10-01 05:00,265.11,265.6639,262.55,265.0925,17629
2020-10-01 05:01,265.26,265.26,265.26,265.26,454
2020-10-01 05:02,265.43,265.43,265.39,265.43,1927
2020-10-01 05:03,265.37,265.37,265.3298,265.3298,613
2020-10-01 05:04,265.29,265.29,265.29,265.29,339
2020-10-01 05:05,265.2,265.2,265.2,265.2,420
2020-10-01 05:06,265.047,265.047,265.0101,265.0101,466
2020-10-01 05:07,265.1,265.19,265.1,265.19,387
2020-10-01 05:08,265.15,265.15,265.15,265.15,292
2020-10-01 05:09,265.0028,265.0028,265,265,360
2020-10-01 05:10,265.2,265.2,265.2,265.2,142
2020-10-01 05:12,265.17,265.2032,265.0127,265.2032,1456
2020-10-01 05:15,265.24,265.24,265.06,265.2105,548
2020-10-01 05:16,265.17,265.26,265.17,265.26,1774
2020-10-01 05:17,265.25,265.25,265.25,265.25,285
2020-10-01 05:18,265.0131,265.0131,265.0131,265.0131,206
2020-10-01 05:19,265.08,265.08,264.85,264.85,4893
2020-10-01 05:20,264.85,264.98,264.85,264.85,1210
2020-10-01 05:21,264.97,265,264.86,265,5618
2020-10-01 05:22,265,265,264.8,264.8001,3397
2020-10-01 05:23,264.9799,264.98,264.9799,264.98,543
2020-10-01 05:24,264.82,264.82,264.8,264.8,1654
2020-10-01 05:26,264.84,265.1899,264.84,265.1899,852
2020-10-01 05:27,265.19,265.19,265.19,265.19,101
2020-10-01 05:30,265.15,265.15,264.9,264.9,672
2020-10-01 05:33,265.1733,265.1733,265.1733,265.1733,552
2020-10-01 05:35,265.01,265.14,265.01,265.14,939
2020-10-01 05:36,265.17,265.17,265.17,265.17,866
2020-10-01 05:37,265.2,265.3,265.12,265.3,6600
2020-10-01 05:38,265.25,265.3,265.05,265.3,1449
2020-10-01 05:39,265.29,265.56,265.15,265.55,16187
2020-10-01 05:41,265.55,265.699,265.55,265.68,1142
2020-10-01 05:42,265.7,265.88,265.51,265.86,3020
2020-10-01 05:44,265.6,265.84,265.5,265.84,823
2020-10-01 05:45,265.87,265.87,265.87,265.87,545
2020-10-01 05:46,265.8,265.8,265.8,265.8,787
2020-10-01 05:47,265.68,265.68,265.5,265.5,1386
2020-10-01 05:48,265.5,265.5,265.08,265.08,272
2020-10-01 05:51,265.25,265.25,265.24,265.24,598
2020-10-01 05:53,265.24,265.3658,265.2,265.3658,1050
2020-10-01 05:55,265.38,265.5,265.38,265.5,1344
2020-10-01 05:58,265.1461,265.1461,265.1461,265.1461,360
2020-10-01 06:00,265.1656,265.25,265.1656,265.25,904
