time,open,high,low,close,volume,ema15,ema50,ema100,ema200,sma300,ema_trend,touching15,touching200,entry_cross15_bull,entry_cross15_bear,entryPos1,entryPos2,entryPos1_time,valleybull,valleybear,inEntry,entrySL,entryTP,entryType,inPB,hl,entryPos2_time
2021-01-06 06:48,373.87,373.87,373.34,373.6,7539,373.3902042968745,,,,,na,no,no,unk,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 06:49,373.7,373.715,373.425,373.6,5389,373.4164287597652,,,,,na,no,no,unk,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 06:50,373.58,373.695,373.45,373.655,7575,373.4462501647946,,,,,na,no,no,unk,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 06:51,373.67,374.06,373.67,374.02,6830,373.5179688941953,,,,,na,no,no,unk,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 06:52,373.89,374.09,373.63,373.895,6751,373.5650977824209,,,,,na,no,no,unk,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 06:53,373.962,373.962,373.65,373.785,3851,373.59258555961827,,,,,na,no,no,unk,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 06:54,373.7,374.0212,373.68,373.92,4855,373.633512364666,,,,,na,no,no,unk,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 06:55,374.02,374.02,373.5,373.57,5472,373.6255733190828,,,,,na,yes,no,unk,yes,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 06:56,373.57,373.77,373.29,373.345,3921,373.5905016541974,,,,,na,no,no,unk,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 06:57,373.315,373.4899,373.06,373.28,6844,373.5516889474227,,,,,na,no,no,unk,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 06:58,373.38,373.65,373.31,373.56,4672,373.5527278289948,,,,,na,yes,no,yes,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 06:59,373.4101,373.6888,373.31,373.38,5893,373.5311368503705,,,,,na,no,no,unk,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:00,373.52,373.56,372.82,373.155,8540,373.4841197440742,,,,,na,yes,no,unk,yes,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:01,373.2336,373.78,373.2336,373.63,7732,373.5023547760649,,,,,na,yes,no,yes,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:02,373.76,374.18,373.76,374.05,8902,373.57081042905685,,,,,na,no,no,unk,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:03,374.05,374.6,374.05,374.46,6082,373.6819591254247,,,,,na,no,no,unk,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:04,374.36,374.535,374.23,374.39,22238,373.7704642347466,,,,,na,no,no,unk,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:05,374.1901,374.4,374.18,374.2213,7208,373.8268187054033,,,,,na,no,no,unk,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:06,374.08,374.08,373.7,373.805,5577,373.8240913672279,,,,,na,yes,no,unk,yes,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:07,373.85,373.9,373.455,373.455,3741,373.77795494632437,,,,,na,yes,no,unk,yes,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:08,373.4505,373.6,373.42,373.6,3950,373.7557105780338,,,,,na,no,no,unk,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:09,373.82,373.87,373.55,373.55,4519,373.7299967557796,,,,,na,yes,no,unk,yes,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:10,373.62,373.93,373.6015,373.86,3505,373.74624716130717,,,,,na,yes,no,yes,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:11,373.83,373.91,373.5699,373.725,2383,373.74359126614377,,,,,na,yes,no,unk,yes,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:12,373.7255,373.82,373.245,373.29,11660,373.68689235787576,,,,,na,yes,no,unk,yes,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:13,373.25,373.3399,372.95,372.95,4960,373.59478081314126,,,,,na,no,no,unk,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:14,373.06,373.14,372.84,373.0029,8197,373.5207957114986,,,,,na,no,no,unk,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:15,372.96,373.16,372.92,372.92,4802,373.4456962475613,,,,,na,no,no,unk,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:16,372.96,372.96,372.75,372.75,8816,373.3587342166161,,,,,na,no,no,unk,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:17,372.6,372.716,372.54,372.62,5470,373.26639243953906,,,,,na,no,no,unk,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:18,372.665,372.665,372.29,372.29,7518,373.14434338459665,,,,,na,no,no,unk,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:19,372.28,372.6278,372.28,372.32,4482,373.0413004615221,373.3827815027079,,,,na,no,no,unk,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:20,372.38,372.5299,372.0987,372.0987,6012,372.92347540383184,373.33242536534686,,,,na,no,no,unk,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:21,372.24,372.31,371.82,372.31,19997,372.8467909783529,373.2923302529804,,,,na,no,no,unk,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:22,372.15,372.58,372.15,372.5,4905,372.80344210605875,373.26125847835374,,,,na,no,no,unk,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:23,372.38,372.71,372.37,372.415,6120,372.7548868428014,373.2280718713595,,,,na,no,no,unk,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:24,372.51,372.905,372.51,372.82,5536,372.7630259874513,373.2120690528748,,,,na,yes,no,yes,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:25,372.66,372.83,372.58,372.65,4204,372.74889773901987,373.1900271292327,,,,na,no,no,unk,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:26,372.6048,372.9088,372.6,372.6,3785,372.7302855216424,373.1668888104393,,,,na,no,no,unk,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:27,372.716,373.0,372.716,372.75300000000004,4753,372.7331248314371,373.1506578766965,,,,na,yes,no,yes,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:28,372.88,372.89,372.5,372.53,8153,372.70773422750744,373.1263183521202,,,,na,yes,no,unk,yes,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:29,372.62300000000005,372.62300000000005,372.345,372.345,5098,372.662392449069,373.095678416743,,,,na,no,no,unk,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:30,372.44,372.67,372.44,372.66,3496,372.66209339293533,373.0785929886355,,,,na,no,no,unk,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:31,372.67,372.835,372.44,372.54,9102,372.6468317188184,373.0574716949635,,,,na,yes,no,unk,yes,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:32,372.44,372.6861,372.43,372.5967,5007,372.64056525396614,373.0394022167297,,,,na,no,no,unk,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:33,372.59,372.61,372.44,372.61,3838,372.6367445972204,373.0225629141129,,,,na,no,no,unk,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:34,372.6054,372.6786,372.4,372.43,4427,372.6109015225678,372.99932515277516,,,,na,no,no,unk,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:35,372.36,372.43,372.22,372.345,6532,372.5776638322468,372.97366534286243,,,,na,no,no,unk,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:36,372.27,372.49,372.2,372.49,3355,372.5667058532159,372.9546980745149,,,,na,no,no,unk,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:37,372.32,372.32,372.05,372.165,7095,372.51649262156394,372.9237295225732,,,,na,no,no,unk,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:38,372.1798,372.24,372.07,372.24,4459,372.4819310438685,372.89691660011937,,,,na,no,no,unk,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:39,372.2276,372.24,372.0,372.07,4874,372.43043966338496,372.8644884981539,,,,na,no,no,unk,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:40,372.08,372.1,372.06,372.06,1176,372.3841347054618,372.8329399295988,,,,na,no,no,unk,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:41,372.1138,372.1138,371.88,371.88,11195,372.3211178672791,372.7955697362812,,,,na,no,no,unk,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:42,371.8923,371.9528,371.8,371.88,7262,372.2659781338692,372.75966504074074,,,,na,no,no,unk,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:43,371.97,372.46,371.97,372.46,6261,372.29023086713556,372.74791347051564,,,,na,yes,no,yes,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:44,372.3818,372.73,372.3818,372.555,8774,372.3233270087436,372.74034823637777,,,,na,no,no,unk,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:45,372.519,372.6,372.4,372.5429,6488,372.35077363265066,372.7326051682845,,,,na,no,no,unk,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:46,372.58,372.65,372.45,372.45,5630,372.3631769285693,372.7215226126655,,,,na,no,no,unk,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
2021-01-06 07:47,372.5,372.73,372.39,372.65,9251,372.39902981249816,372.7187178043257,,,,na,no,no,unk,unk,-1,-1,,-1,-1.0,-1.0,-1.0,-1.0,,no,-1.0,
