time,open,high,low,close,volume
2020-10-01 06:30,158.41,158.41,158.38,158.38,1063
2020-10-01 06:31,158.31,158.5592,158.1,158.29,88475
2020-10-01 06:32,158.27,158.86,158.27,158.81,14629
2020-10-01 06:33,158.7476,159.09,158.61,159.015,14432
2020-10-01 06:34,159.08,159.31,159.01,159.19,21093
2020-10-01 06:35,159.07,159.35,159.03,159.155,18183
2020-10-01 06:36,159.09,159.18,158.94,159.081,9861
2020-10-01 06:37,159.14,159.59,159.05,159.4,19644
2020-10-01 06:38,159.5,159.55,159.2,159.33,14139
2020-10-01 06:39,159.33,159.39,159.12,159.155,12709
2020-10-01 06:40,159.25,159.26,158.66,158.73,12566
2020-10-01 06:41,158.92,159.36,158.91,159.2767,12683
2020-10-01 06:42,159.275,159.49,159.255,159.47,17138
2020-10-01 06:43,159.5,159.57,159.38,159.5,33336
2020-10-01 06:44,159.46,159.55,159.4299,159.45,14454
2020-10-01 06:45,159.45,159.45,159.2995,159.4,5369
2020-10-01 06:46,159.21,159.25,158.85,159.25,26080
2020-10-01 06:47,159.11,159.205,158.98,159.161,15790
2020-10-01 06:48,158.99,159.15,158.91,159.11,9122
2020-10-01 06:49,159.05,159.13,158.93,159.0388,6599
2020-10-01 06:50,159.15,159.3699,159.04,159.25,4746
2020-10-01 06:51,159.24,159.4,159.1682,159.3466,8568
2020-10-01 06:52,159.33,159.42,159.25,159.31,6160
2020-10-01 06:53,159.31,159.45,159.19,159.43,21103
2020-10-01 06:54,159.48,159.5199,159.4,159.5199,8889
2020-10-01 06:55,159.4981,159.4981,158.9184,159.13,17780
2020-10-01 06:56,159.02,159.365,159.02,159.365,6835
2020-10-01 06:57,159.365,159.59,159.365,159.55,13372
2020-10-01 06:58,159.51,159.53,159.2807,159.31,6476
2020-10-01 06:59,159.2,159.33,159.13,159.24,15666
2020-10-01 07:00,158.9621,159.27,158.9621,159.23,79996
2020-10-01 07:01,159.05,159.19,159.01,159.01,5604
2020-10-01 07:02,159.07,159.28,159.06,159.26,3526
2020-10-01 07:03,159.28,159.28,159.15,159.185,5211
2020-10-01 07:04,159.1,159.1,158.93,158.9906,13554
2020-10-01 07:05,159,159.06,158.681,158.73,5345
2020-10-01 07:06,158.65,158.65,158.33,158.45,10394
