time,open,high,low,close,volume
2020-11-09 06:30,274.24,274.5,272.5,273.06,39060
2020-11-09 06:31,273.22,274,272.83,273.16,13003
2020-11-09 06:32,273.16,273.99,272.98,272.98,7043
2020-11-09 06:33,273.14,273.5,272.83,273.5,5742
2020-11-09 06:34,273.36,273.5,273.17,273.5,7839
2020-11-09 06:35,273.17,273.5,273.17,273.5,5619
2020-11-09 06:36,273.5,273.5,272.96,273.28,9962
2020-11-09 06:37,273.5,273.5,270.4048,270.6027,308161
2020-11-09 06:38,270.8,271.14,270.1,270.6,42391
2020-11-09 06:39,270.595,272.375,270.13,270.695,35463
2020-11-09 06:40,270.9139,271.685,266.06,267.8807,54584
2020-11-09 06:41,266.1,267.79,265.18,266.58,23763
2020-11-09 06:42,267.94,268.7,266.45,268.59,28165
2020-11-09 06:43,268.59,269.16,267.5,267.53,18922
2020-11-09 06:44,267.3216,268.141,265.68,265.81,18910
2020-11-09 06:45,266.61,266.79,265.32,265.96,23239
2020-11-09 06:46,265.86,267,265.25,265.35,23251
2020-11-09 06:47,266.2,266.69,264.01,264.94,48373
2020-11-09 06:48,264.811,266.535,264.07,266.535,22860
2020-11-09 06:49,266.21,266.61,264.02,264.75,26810
2020-11-09 06:50,264.09,265.245,264.03,264.4459,25435
2020-11-09 06:51,264.92,266.13,263.52,265.885,29278
2020-11-09 06:52,266.135,266.63,265.5,266.42,17046
2020-11-09 06:53,266.2816,266.6499,265.36,265.805,15427
2020-11-09 06:54,265.805,266.4,265.58,266.4,18871
2020-11-09 06:55,266.395,267.8,266.395,267.51,11013
2020-11-09 06:56,267.695,268.2,267.475,267.81,14632
2020-11-09 06:57,267.88,268.025,267.1,267.755,17931
2020-11-09 06:58,267.79,268.115,266.3,266.6888,25962
2020-11-09 06:59,266.7459,266.88,265.56,265.89,15558
2020-11-09 07:00,265.94,266.42,264.02,264.0897,23698
2020-11-09 07:01,264.42,264.49,263.22,263.5,48479
2020-11-09 07:02,263.479,263.85,261.47,261.52,52663
2020-11-09 07:03,261.86,261.94,257.52,257.99,80832
2020-11-09 07:04,258.45,260.37,258.45,259.97,43052
2020-11-09 07:05,260.36,260.36,258.05,258.9417,58744
2020-11-09 07:06,258.74,259.2,258.39,258.885,48614
2020-11-09 07:07,259.0499,259.0499,257.05,257.63,41088
2020-11-09 07:08,257.6599,258.16,257.22,258,27302
2020-11-09 07:09,258,258.16,257.34,257.61,24351
2020-11-09 07:10,257.825,258.1099,257.32,257.78,23046
2020-11-09 07:11,257.47,257.47,256.5,257.03,47771
2020-11-09 07:12,257.19,257.89,257.02,257.52,39980
2020-11-09 07:13,257.875,258.0794,256.42,256.69,26132
2020-11-09 07:14,256.68,257.73,256.35,257.415,29104
2020-11-09 07:15,257.545,257.545,256.671,257.01,20393
2020-11-09 07:16,257.075,258.42,256.86,258.42,53913
2020-11-09 07:17,258.49,259.5199,258.435,259.44,23152
2020-11-09 07:18,259.5399,260,259.32,259.905,20116
2020-11-09 07:19,259.9067,260.81,259.5101,260.2012,36996
2020-11-09 07:20,260.195,260.34,259.53,259.53,32982
2020-11-09 07:21,259.51,260.25,259.1,259.89,42077
2020-11-09 07:22,259.7964,259.9899,259.1,259.765,27019
2020-11-09 07:23,259.73,259.75,259.25,259.56,20866
2020-11-09 07:24,259.56,260.47,259.5083,260.455,20728
2020-11-09 07:25,260.455,260.9085,260.37,260.67,13144
2020-11-09 07:26,260.79,261.33,260.56,261.2,18334
2020-11-09 07:27,261.2,261.32,260.28,260.355,33513
2020-11-09 07:28,260.5,261.26,260.495,260.715,19080
2020-11-09 07:29,260.756,260.8793,259.51,259.58,21803
2020-11-09 07:30,259.7067,259.73,258.3394,258.65,26642
2020-11-09 07:31,258.76,259.25,258.418,258.975,36920
2020-11-09 07:32,259.2114,259.5583,258.85,259.18,13647
2020-11-09 07:33,259.205,259.205,258.69,258.88,18878
2020-11-09 07:34,258.83,259.65,258.83,259.575,18156
2020-11-09 07:35,259.6,259.86,258.695,258.695,19180
2020-11-09 07:36,258.7348,258.7348,258.08,258.61,15667
2020-11-09 07:37,258.4866,259.049,258.44,258.6627,17657
2020-11-09 07:38,258.64,258.885,258.5,258.74,15616
2020-11-09 07:39,258.82,258.84,257.52,257.66,30490
2020-11-09 07:40,257.65,257.93,257.22,257.4601,18924
2020-11-09 07:41,257.52,258.24,257.52,257.95,20412
2020-11-09 07:42,257.945,258.28,257.83,258.2397,12786
2020-11-09 07:43,258.115,258.33,257.544,257.91,18485
2020-11-09 07:44,257.96,258.27,257.7,258.27,15831
2020-11-09 07:45,258.15,258.31,257.5,257.6946,20633
2020-11-09 07:46,257.67,258.08,257.67,257.93,10877
2020-11-09 07:47,258,258.49,258,258.49,10111
2020-11-09 07:48,258.39,258.48,257.79,257.99,24495
2020-11-09 07:49,257.92,258.47,257.84,258.16,16773
2020-11-09 07:50,258.31,258.46,257.81,257.81,18333
2020-11-09 07:51,257.905,258.1,257.51,257.58,13657
2020-11-09 07:52,257.705,257.89,257.57,257.69,11002
2020-11-09 07:53,257.84,258.17,257.24,257.36,21641
2020-11-09 07:54,257.57,257.84,257.22,257.48,16567
2020-11-09 07:55,257.5,257.6838,257.22,257.315,10735
2020-11-09 07:56,257.24,257.79,257.24,257.67,11360
2020-11-09 07:57,257.81,258,257.6,257.93,10836
2020-11-09 07:58,257.8207,257.93,257.57,257.76,11888
2020-11-09 07:59,257.7555,258.18,257.75,257.935,11652
2020-11-09 08:00,257.935,257.935,257.5,257.5501,17428
2020-11-09 08:01,257.61,257.86,257.5,257.645,16566
2020-11-09 08:02,257.7042,258.035,257.58,258,18573
2020-11-09 08:03,258,258.25,257.97,258,15796
2020-11-09 08:04,258.04,258.1,257.5,257.71,14045
2020-11-09 08:05,257.81,258.33,257.81,257.91,21424
2020-11-09 08:06,257.95,258.07,257.695,257.735,10006
2020-11-09 08:07,257.845,258,257.68,257.915,14141
2020-11-09 08:08,257.95,258.58,257.8538,258.55,20267
2020-11-09 08:09,258.56,258.75,258.3,258.69,14055
2020-11-09 08:10,258.69,258.77,258.09,258.175,19522
